student_id,age,region,enroll_date,exam_season,courses_enrolled,completed_assignments,completion_rate,login_frequency,last_activity_days_ago,forum_posts_count,dropout_score,label,label_multiclass,label_name
STU03977,17,Casablanca,2024-10-13,0,1,5,1.0,11.33,4,14,0.0,0,0,active
STU03978,21,Casablanca,2024-04-24,1,6,12,0.4163,3.21,2,2,0.1353,0,0,active
STU03979,27,Cairo,2024-01-02,0,4,0,0.0,1.98,27,2,0.5233,1,1,at-risk
STU03980,17,Riyadh,2024-05-14,0,5,8,0.3173,5.24,1,6,0.1948,0,0,active
STU03981,27,Amman,2024-11-23,0,7,14,0.3952,3.43,2,1,0.1593,0,0,active
STU03982,30,Casablanca,2024-03-04,0,3,0,0.0,0.21,2,2,0.5907,1,1,at-risk
STU03983,28,Amman,2024-08-01,0,2,7,0.7226,9.47,21,7,0.1307,0,0,active
STU03984,28,Riyadh,2024-09-08,0,5,14,0.5649,11.1,2,15,0.0901,0,0,active
STU03985,26,Dubai,2024-01-15,0,3,3,0.1856,1.62,15,1,0.6019,1,2,dropped
STU03986,22,Alexandria,2024-05-21,0,2,5,0.4893,5.24,15,10,0.3011,1,1,at-risk
STU03987,24,Casablanca,2024-02-04,0,7,5,0.1548,2.34,1,3,0.379,1,1,at-risk
STU03988,31,Doha,2024-07-04,0,6,0,0.0,0.59,3,1,0.7528,1,2,dropped
STU03989,29,Doha,2024-09-03,0,4,6,0.3125,4.86,5,5,0.1053,0,0,active
STU03990,17,Doha,2024-08-11,0,7,1,0.042,0.13,11,1,0.7219,1,2,dropped
STU03991,28,Amman,2024-11-17,0,2,1,0.0602,3.54,5,4,0.2608,0,0,active
STU03992,28,Casablanca,2024-12-21,0,3,2,0.1073,4.39,6,5,0.2742,0,0,active
STU03993,17,Alexandria,2024-07-10,0,5,7,0.2789,1.03,1,0,0.6985,1,2,dropped
STU03994,19,Baghdad,2024-10-21,1,7,12,0.3303,3.01,15,5,0.3003,1,1,at-risk
STU03995,26,Cairo,2024-05-12,0,3,1,0.0648,0.15,9,1,0.7888,1,2,dropped
STU03996,27,Riyadh,2024-10-24,1,4,2,0.0996,0.3,5,0,0.6079,1,2,dropped
STU03997,18,Cairo,2024-03-15,0,6,7,0.2401,3.08,6,6,0.4285,1,1,at-risk
STU03998,20,Beirut,2024-08-24,0,7,0,0.0,0.35,17,1,0.6143,1,2,dropped
STU03999,28,Riyadh,2024-07-01,0,2,4,0.3658,1.72,6,3,0.1608,0,0,active
STU04000,28,Riyadh,2024-01-28,0,4,3,0.1627,3.75,20,5,0.4549,1,1,at-risk
STU04001,24,Amman,2024-07-03,0,6,13,0.4232,2.63,4,3,0.2057,0,0,active
STU04002,24,Tunis,2024-11-21,0,2,3,0.2923,1.43,25,1,0.7427,1,2,dropped
STU04003,24,Beirut,2024-01-25,0,4,0,0.0,0.64,2,0,0.7338,1,2,dropped
STU04004,26,Amman,2024-05-29,0,7,2,0.0551,2.77,5,3,0.4253,1,1,at-risk
STU04005,28,Baghdad,2024-11-23,0,4,4,0.2126,0.8,13,0,0.6457,1,2,dropped
STU04006,29,Alexandria,2024-09-20,0,4,9,0.4541,8.02,1,13,0.1327,0,0,active
STU04007,27,Dubai,2024-11-17,0,4,2,0.0973,1.36,8,2,0.5701,1,1,at-risk
STU04008,28,Riyadh,2024-02-18,0,6,8,0.281,4.29,3,4,0.2599,0,0,active
STU04009,20,Doha,2024-03-26,0,1,0,0.0,1.62,13,0,0.4769,1,1,at-risk
STU04010,23,Baghdad,2024-06-14,0,7,12,0.3379,1.79,18,3,0.3183,1,1,at-risk
STU04011,29,Beirut,2024-12-16,0,7,0,0.0,3.45,1,5,0.3522,1,1,at-risk
STU04012,28,Amman,2024-05-18,0,3,1,0.0634,0.29,1,0,0.8331,1,2,dropped
STU04013,29,Beirut,2024-02-19,0,1,4,0.842,12.9,3,23,0.0,0,0,active
STU04014,26,Baghdad,2024-10-23,1,6,0,0.0099,0.18,24,2,0.9147,1,2,dropped
STU04015,20,Beirut,2024-03-14,0,4,0,0.0,1.5,10,1,0.5118,1,1,at-risk
STU04016,23,Cairo,2024-03-11,0,6,24,0.8141,9.6,11,11,0.089,0,0,active
STU04017,31,Baghdad,2024-05-24,0,5,11,0.4568,4.89,40,5,0.3599,1,1,at-risk
STU04018,23,Beirut,2024-09-05,0,6,1,0.028,0.97,21,1,0.7191,1,2,dropped
STU04019,17,Tunis,2024-06-23,0,2,5,0.528,6.32,3,6,0.2662,0,0,active
STU04020,27,Riyadh,2024-02-22,0,7,8,0.2176,3.28,29,2,0.5008,1,1,at-risk
STU04021,21,Dubai,2024-03-20,0,7,13,0.3623,1.78,10,2,0.4377,1,1,at-risk
STU04022,23,Baghdad,2024-04-23,1,6,6,0.1931,3.68,14,10,0.4435,1,1,at-risk
STU04023,21,Dubai,2024-10-13,0,6,14,0.462,5.16,14,9,0.0,0,0,active
STU04024,28,Doha,2024-12-19,0,1,4,0.8277,7.64,15,13,0.2361,0,0,active
STU04025,25,Baghdad,2024-09-29,0,1,1,0.2239,1.12,26,1,0.6626,1,2,dropped
STU04026,22,Baghdad,2024-12-25,0,1,2,0.3452,5.53,1,7,0.1214,0,0,active
STU04027,28,Alexandria,2024-08-01,0,4,5,0.2412,1.72,3,1,0.354,1,1,at-risk
STU04028,21,Casablanca,2024-02-09,0,4,2,0.0931,2.9,40,4,0.7381,1,2,dropped
STU04029,19,Alexandria,2024-03-08,0,5,8,0.3239,4.57,5,6,0.0627,0,0,active
STU04030,25,Cairo,2024-09-02,0,6,1,0.0314,1.34,17,1,0.7005,1,2,dropped
STU04031,28,Beirut,2024-06-08,0,3,4,0.2799,1.1,1,1,0.7235,1,2,dropped
STU04032,23,Beirut,2024-03-12,0,5,5,0.196,2.52,22,2,0.6039,1,2,dropped
STU04033,20,Casablanca,2024-11-01,1,2,1,0.1283,1.96,4,1,0.5511,1,1,at-risk
STU04034,22,Baghdad,2024-06-24,0,5,13,0.5025,4.13,1,3,0.2283,0,0,active
STU04035,18,Riyadh,2024-12-29,0,2,3,0.307,2.73,8,3,0.4064,1,1,at-risk
STU04036,17,Amman,2024-01-15,0,3,5,0.3392,0.64,5,0,0.4676,1,1,at-risk
STU04037,23,Alexandria,2024-04-23,1,4,0,0.0,1.05,2,0,0.8804,1,2,dropped
STU04038,21,Riyadh,2024-12-21,0,5,11,0.4558,7.69,57,9,0.3686,1,1,at-risk
STU04039,20,Riyadh,2024-12-18,0,4,5,0.2288,6.42,4,6,0.2049,0,0,active
STU04040,28,Dubai,2024-06-06,0,3,3,0.1911,0.35,14,1,0.5315,1,1,at-risk
STU04041,25,Riyadh,2024-04-17,1,7,5,0.1495,2.12,1,4,0.5795,1,1,at-risk
STU04042,17,Riyadh,2024-02-10,0,6,0,0.0,0.17,26,1,0.7815,1,2,dropped
STU04043,25,Tunis,2024-12-19,0,3,0,0.0,0.14,8,1,0.7325,1,2,dropped
STU04044,20,Alexandria,2024-02-09,0,5,7,0.2618,1.96,5,2,0.5236,1,1,at-risk
STU04045,23,Cairo,2024-09-04,0,2,5,0.5176,4.13,8,5,0.0423,0,0,active
STU04046,22,Tunis,2024-01-22,0,6,1,0.0429,1.06,16,3,0.6834,1,2,dropped
STU04047,21,Dubai,2024-02-25,0,6,0,0.0,0.57,3,0,0.8155,1,2,dropped
STU04048,21,Cairo,2024-12-03,0,3,1,0.0816,0.1,1,0,0.4922,1,1,at-risk
STU04049,25,Baghdad,2024-10-30,1,1,1,0.1538,4.35,13,5,0.4519,1,1,at-risk
STU04050,29,Cairo,2024-08-28,0,1,0,0.0,0.1,6,2,0.7252,1,2,dropped
STU04051,19,Alexandria,2024-05-09,0,6,11,0.3688,7.28,3,11,0.2011,0,0,active
STU04052,23,Cairo,2024-02-03,0,2,3,0.3441,4.2,17,7,0.233,0,0,active
STU04053,32,Amman,2024-12-07,0,7,0,0.0,0.48,10,2,0.7583,1,2,dropped
STU04054,19,Cairo,2024-02-19,0,1,5,0.9474,12.44,11,16,0.0,0,0,active
STU04055,19,Alexandria,2024-11-04,1,6,30,1.0,14.0,1,12,0.0,0,0,active
STU04056,23,Dubai,2024-10-27,1,2,4,0.4259,5.1,7,9,0.1229,0,0,active
STU04057,23,Dubai,2024-04-04,0,1,2,0.4878,5.69,1,10,0.2411,0,0,active
STU04058,24,Beirut,2024-01-15,0,5,6,0.2339,1.39,10,2,0.6584,1,2,dropped
STU04059,25,Alexandria,2024-03-15,0,1,0,0.0975,1.41,8,0,0.6686,1,2,dropped
STU04060,28,Amman,2024-10-23,1,1,2,0.3265,1.42,6,1,0.6596,1,2,dropped
STU04061,31,Beirut,2024-06-29,0,7,10,0.273,1.56,3,0,0.4399,1,1,at-risk
STU04062,28,Riyadh,2024-09-13,0,5,6,0.2277,0.51,1,0,0.8243,1,2,dropped
STU04063,21,Doha,2024-05-03,0,6,5,0.1566,3.6,2,4,0.2519,0,0,active
STU04064,24,Baghdad,2024-10-18,1,3,2,0.1607,0.51,9,0,0.7573,1,2,dropped
STU04065,22,Alexandria,2024-02-20,0,2,2,0.1995,5.76,12,6,0.2986,0,0,active
STU04066,21,Doha,2024-01-08,0,7,6,0.1762,0.47,1,0,0.6103,1,2,dropped
STU04067,23,Baghdad,2024-04-21,1,1,1,0.2327,4.86,12,8,0.4472,1,1,at-risk
STU04068,30,Dubai,2024-05-24,0,5,2,0.0701,2.77,1,5,0.4687,1,1,at-risk
STU04069,20,Riyadh,2024-10-02,0,3,6,0.3868,5.93,12,8,0.1541,0,0,active
STU04070,26,Cairo,2024-02-20,0,6,2,0.0696,0.95,37,1,0.7839,1,2,dropped
STU04071,28,Dubai,2024-09-15,0,1,0,0.0285,0.1,25,0,0.6851,1,2,dropped
STU04072,31,Casablanca,2024-07-06,0,3,4,0.2693,0.88,12,0,0.8085,1,2,dropped
STU04073,19,Doha,2024-04-04,0,6,17,0.5721,5.22,1,8,0.0593,0,0,active
STU04074,21,Casablanca,2024-12-10,0,5,0,0.0,0.85,18,0,0.8169,1,2,dropped
STU04075,22,Alexandria,2024-04-02,0,3,3,0.2189,1.48,1,2,0.6428,1,2,dropped
STU04076,31,Beirut,2024-07-13,0,5,18,0.7163,1.42,1,1,0.2577,0,0,active
STU04077,25,Tunis,2024-04-19,1,2,5,0.4882,6.92,6,9,0.3042,1,1,at-risk
STU04078,30,Baghdad,2024-04-26,1,7,15,0.4226,2.71,7,1,0.25,0,0,active
STU04079,23,Tunis,2024-02-27,0,7,3,0.0747,1.88,12,1,0.4612,1,1,at-risk
STU04080,33,Beirut,2024-03-04,0,5,17,0.6663,6.34,10,10,0.0,0,0,active
STU04081,20,Casablanca,2024-02-26,0,7,4,0.1208,2.69,10,3,0.3912,1,1,at-risk
STU04082,26,Baghdad,2024-03-10,0,4,0,0.0,0.59,1,0,0.7538,1,2,dropped
STU04083,30,Casablanca,2024-07-03,0,1,0,0.0,0.48,12,0,0.6279,1,2,dropped
STU04084,34,Amman,2024-10-12,0,3,1,0.066,0.47,1,0,0.7343,1,2,dropped
STU04085,18,Cairo,2024-02-12,0,4,4,0.2091,4.09,11,4,0.4463,1,1,at-risk
STU04086,17,Beirut,2024-09-09,0,4,10,0.4775,1.6,1,1,0.2645,0,0,active
STU04087,17,Alexandria,2024-07-16,0,1,2,0.4655,6.29,1,7,0.0602,0,0,active
STU04088,17,Amman,2024-08-21,0,3,1,0.0852,0.19,19,3,0.8276,1,2,dropped
STU04089,22,Doha,2024-06-08,0,4,5,0.259,0.81,7,0,0.5701,1,1,at-risk
STU04090,29,Casablanca,2024-04-25,1,4,4,0.2224,1.74,3,2,0.5384,1,1,at-risk
STU04091,27,Baghdad,2024-07-27,0,4,6,0.3243,2.15,4,5,0.3078,1,1,at-risk
STU04092,17,Amman,2024-08-07,0,7,3,0.0785,0.25,3,0,0.8262,1,2,dropped
STU04093,21,Dubai,2024-02-05,0,5,6,0.2582,0.54,8,1,0.5544,1,1,at-risk
STU04094,24,Casablanca,2024-12-13,0,7,11,0.3131,3.68,21,4,0.3304,1,1,at-risk
STU04095,32,Beirut,2024-04-01,0,6,5,0.181,2.19,1,2,0.4876,1,1,at-risk
STU04096,22,Cairo,2024-12-11,0,6,8,0.2596,3.71,23,6,0.433,1,1,at-risk
STU04097,28,Casablanca,2024-12-10,0,6,10,0.3383,3.43,17,2,0.1573,0,0,active
STU04098,30,Alexandria,2024-07-21,0,2,0,0.0,0.89,32,0,0.9748,1,2,dropped
STU04099,17,Casablanca,2024-09-24,0,4,3,0.1527,2.4,23,1,0.4296,1,1,at-risk
STU04100,20,Alexandria,2024-03-02,0,2,0,0.0,1.15,4,4,0.8789,1,2,dropped
STU04101,28,Riyadh,2024-07-21,0,4,0,0.0,0.75,1,1,0.6657,1,2,dropped
STU04102,22,Tunis,2024-12-21,0,3,0,0.0259,1.45,53,1,0.7163,1,2,dropped
STU04103,31,Doha,2024-02-22,0,3,8,0.5341,9.49,3,4,0.2153,0,0,active
STU04104,30,Riyadh,2024-02-03,0,6,9,0.2967,2.88,17,4,0.4412,1,1,at-risk
STU04105,28,Beirut,2024-04-11,0,5,19,0.7553,9.65,9,5,0.0,0,0,active
STU04106,24,Beirut,2024-04-12,0,4,16,0.7787,11.57,13,13,0.0639,0,0,active
STU04107,21,Doha,2024-07-25,0,1,2,0.3235,6.56,1,8,0.0,0,0,active
STU04108,19,Alexandria,2024-04-29,1,2,4,0.3919,1.71,11,4,0.1616,0,0,active
STU04109,30,Tunis,2024-09-12,0,3,4,0.2576,3.62,7,6,0.368,1,1,at-risk
STU04110,17,Amman,2024-10-24,1,5,4,0.1508,1.7,12,4,0.6863,1,2,dropped
STU04111,17,Doha,2024-05-19,0,6,19,0.6328,8.77,3,9,0.0,0,0,active
STU04112,25,Tunis,2024-07-01,0,7,20,0.5748,7.18,1,10,0.1728,0,0,active
STU04113,25,Casablanca,2024-12-07,0,1,0,0.0,0.7,19,0,0.5677,1,1,at-risk
STU04114,19,Doha,2024-07-26,0,6,2,0.0824,0.42,29,1,0.9053,1,2,dropped
STU04115,19,Casablanca,2024-09-18,0,1,1,0.2108,3.4,23,5,0.3458,1,1,at-risk
STU04116,22,Amman,2024-03-16,0,1,1,0.1719,1.65,3,2,0.3949,1,1,at-risk
STU04117,18,Casablanca,2024-02-25,0,3,0,0.0,0.58,7,1,0.9189,1,2,dropped
STU04118,17,Alexandria,2024-05-08,0,7,1,0.0146,0.27,2,3,0.7776,1,2,dropped
STU04119,28,Casablanca,2024-09-11,0,1,0,0.007,1.72,8,3,0.4116,1,1,at-risk
STU04120,27,Dubai,2024-11-17,0,6,29,0.9769,13.22,2,13,0.0,0,0,active
STU04121,21,Riyadh,2024-01-16,0,3,3,0.2027,0.62,6,0,0.6045,1,2,dropped
STU04122,24,Alexandria,2024-01-28,0,5,7,0.2687,7.16,3,10,0.4431,1,1,at-risk
STU04123,29,Alexandria,2024-09-12,0,1,4,0.7375,11.13,1,7,0.0913,0,0,active
STU04124,29,Cairo,2024-04-01,0,4,3,0.1479,0.13,1,0,0.7777,1,2,dropped
STU04125,25,Tunis,2024-11-05,1,5,8,0.3321,1.65,1,0,0.3417,1,1,at-risk
STU04126,20,Beirut,2024-03-19,0,2,6,0.619,8.24,2,6,0.0638,0,0,active
STU04127,22,Amman,2024-11-14,0,7,6,0.1631,4.71,7,2,0.3639,1,1,at-risk
STU04128,25,Doha,2024-02-19,0,1,3,0.6266,7.4,25,8,0.1799,0,0,active
STU04129,24,Alexandria,2024-12-04,0,2,3,0.3291,2.54,12,1,0.2998,0,0,active
STU04130,20,Baghdad,2024-09-09,0,1,1,0.1758,2.27,9,2,0.4593,1,1,at-risk
STU04131,28,Casablanca,2024-04-13,0,6,5,0.178,2.87,3,5,0.5501,1,1,at-risk
STU04132,27,Amman,2024-12-04,0,6,0,0.0002,5.62,1,4,0.4014,1,1,at-risk
STU04133,17,Casablanca,2024-09-08,0,3,4,0.2744,2.0,5,6,0.4475,1,1,at-risk
STU04134,17,Baghdad,2024-05-13,0,6,8,0.2572,1.82,25,3,0.479,1,1,at-risk
STU04135,22,Baghdad,2024-06-24,0,5,7,0.2639,1.4,3,1,0.5258,1,1,at-risk
STU04136,27,Baghdad,2024-10-06,0,5,9,0.356,6.36,12,9,0.1788,0,0,active
STU04137,18,Cairo,2024-01-17,0,6,11,0.3695,2.41,1,1,0.3767,1,1,at-risk
STU04138,17,Tunis,2024-03-01,0,5,18,0.7379,8.17,4,8,0.0257,0,0,active
STU04139,31,Tunis,2024-08-18,0,6,0,0.0,0.5,4,1,0.6595,1,2,dropped
STU04140,22,Beirut,2024-07-11,0,5,4,0.1552,0.55,10,1,0.6479,1,2,dropped
STU04141,22,Casablanca,2024-08-23,0,4,2,0.1198,2.78,4,3,0.4766,1,1,at-risk
STU04142,17,Cairo,2024-01-17,0,4,3,0.1627,1.62,1,3,0.4027,1,1,at-risk
STU04143,29,Riyadh,2024-10-12,0,3,8,0.5548,7.12,6,3,0.0271,0,0,active
STU04144,25,Amman,2024-12-27,0,2,0,0.0,0.48,2,2,0.6769,1,2,dropped
STU04145,23,Riyadh,2024-09-08,0,3,7,0.4437,4.29,4,6,0.2772,0,0,active
STU04146,23,Tunis,2024-03-09,0,6,0,0.0,2.14,15,4,0.567,1,1,at-risk
STU04147,17,Amman,2024-07-18,0,3,1,0.0793,0.42,38,0,0.8944,1,2,dropped
STU04148,34,Casablanca,2024-02-26,0,1,5,0.9045,10.84,10,17,0.0,0,0,active
STU04149,20,Doha,2024-12-11,0,5,11,0.4237,4.92,3,5,0.0,0,0,active
STU04150,23,Casablanca,2024-12-03,0,4,1,0.0288,1.08,17,1,0.671,1,2,dropped
STU04151,24,Baghdad,2024-12-16,0,3,3,0.2103,1.25,24,0,0.7184,1,2,dropped
STU04152,23,Baghdad,2024-10-19,1,2,0,0.0298,1.01,1,1,0.7925,1,2,dropped
STU04153,25,Casablanca,2024-08-31,0,7,7,0.1891,0.4,7,2,0.6839,1,2,dropped
STU04154,20,Baghdad,2024-03-21,0,3,0,0.0,0.3,2,1,0.6431,1,2,dropped
STU04155,26,Baghdad,2024-01-29,0,1,0,0.0511,2.02,8,0,0.4866,1,1,at-risk
STU04156,23,Tunis,2024-05-14,0,4,7,0.3327,2.96,17,5,0.2885,0,0,active
STU04157,24,Casablanca,2024-10-29,1,1,3,0.6392,10.7,20,8,0.3505,1,1,at-risk
STU04158,35,Tunis,2024-11-11,0,4,1,0.0697,1.02,1,0,0.8288,1,2,dropped
STU04159,21,Beirut,2024-05-25,0,7,11,0.315,2.18,40,2,0.3415,1,1,at-risk
STU04160,23,Beirut,2024-02-01,0,3,2,0.1411,3.31,19,5,0.419,1,1,at-risk
STU04161,28,Cairo,2024-10-29,1,4,0,0.0207,0.38,16,0,0.9942,1,2,dropped
STU04162,23,Cairo,2024-03-06,0,7,11,0.3258,4.02,21,3,0.0515,0,0,active
STU04163,25,Beirut,2024-06-27,0,2,3,0.339,6.24,3,9,0.1745,0,0,active
STU04164,28,Doha,2024-01-14,0,5,6,0.2204,0.88,7,3,0.6226,1,2,dropped
STU04165,23,Beirut,2024-07-13,0,7,17,0.4716,2.97,7,9,0.2291,0,0,active
STU04166,19,Alexandria,2024-08-07,0,5,12,0.4684,5.65,1,3,0.0256,0,0,active
STU04167,20,Beirut,2024-07-01,0,3,0,0.0252,1.05,4,2,0.7554,1,2,dropped
STU04168,30,Tunis,2024-06-28,0,2,7,0.7274,9.25,5,8,0.0,0,0,active
STU04169,23,Cairo,2024-12-04,0,3,8,0.5362,1.85,11,1,0.211,0,0,active
STU04170,26,Dubai,2024-05-06,0,6,9,0.3046,2.07,10,3,0.1269,0,0,active
STU04171,31,Dubai,2024-11-27,0,6,0,0.0,0.19,25,0,0.9061,1,2,dropped
STU04172,23,Amman,2024-10-30,1,5,10,0.4126,9.72,1,11,0.3266,1,1,at-risk
STU04173,23,Alexandria,2024-12-18,0,3,6,0.4131,6.8,7,7,0.1128,0,0,active
STU04174,31,Alexandria,2024-06-05,0,2,2,0.1555,1.47,8,4,0.683,1,2,dropped
STU04175,28,Alexandria,2024-06-21,0,1,0,0.0,0.26,9,2,0.7319,1,2,dropped
STU04176,30,Riyadh,2024-01-11,0,4,0,0.0074,0.16,24,1,0.7498,1,2,dropped
STU04177,20,Baghdad,2024-06-15,0,5,15,0.5937,7.51,10,12,0.0288,0,0,active
STU04178,27,Cairo,2024-08-23,0,3,0,0.0,1.87,19,2,0.5422,1,1,at-risk
STU04179,26,Tunis,2024-10-17,1,5,2,0.0953,3.93,1,6,0.3759,1,1,at-risk
STU04180,28,Baghdad,2024-08-03,0,3,4,0.2617,3.99,8,7,0.3128,1,1,at-risk
STU04181,28,Amman,2024-01-11,0,1,5,1.0,11.93,14,12,0.0336,0,0,active
STU04182,29,Casablanca,2024-10-28,1,1,0,0.0,2.21,2,3,0.6258,1,2,dropped
STU04183,30,Cairo,2024-06-11,0,5,2,0.0886,0.43,6,1,0.66,1,2,dropped
STU04184,23,Tunis,2024-10-19,1,6,3,0.1087,1.4,10,2,0.8921,1,2,dropped
STU04185,21,Tunis,2024-06-14,0,5,0,0.0,0.9,9,0,0.692,1,2,dropped
STU04186,20,Doha,2024-02-20,0,1,3,0.6187,8.56,10,9,0.0,0,0,active
STU04187,26,Casablanca,2024-02-21,0,5,19,0.7768,9.36,7,11,0.0868,0,0,active
STU04188,31,Dubai,2024-06-21,0,5,25,0.9873,9.84,3,13,0.0,0,0,active
STU04189,25,Casablanca,2024-09-14,0,5,0,0.0,1.69,5,2,0.4502,1,1,at-risk
STU04190,17,Beirut,2024-03-26,0,7,3,0.0875,0.66,1,0,0.8107,1,2,dropped
STU04191,28,Doha,2024-06-02,0,6,12,0.4019,2.3,5,5,0.2224,0,0,active
STU04192,30,Beirut,2024-08-11,0,6,12,0.388,6.64,1,14,0.035,0,0,active
STU04193,37,Dubai,2024-09-11,0,3,3,0.1839,4.41,23,2,0.4261,1,1,at-risk
STU04194,24,Alexandria,2024-10-01,0,1,0,0.0,0.61,5,2,0.5718,1,1,at-risk
STU04195,22,Dubai,2024-05-27,0,5,0,0.0,0.32,2,0,0.7888,1,2,dropped
STU04196,22,Amman,2024-01-25,0,2,0,0.0,0.64,6,0,0.7607,1,2,dropped
STU04197,17,Amman,2024-10-20,1,3,1,0.0952,0.71,3,0,0.9302,1,2,dropped
STU04198,20,Tunis,2024-04-25,1,5,0,0.0,1.75,8,1,0.7253,1,2,dropped
STU04199,24,Doha,2024-02-17,0,3,1,0.0749,1.76,31,1,0.7516,1,2,dropped
STU04200,25,Doha,2024-02-18,0,7,31,0.8718,6.32,5,7,0.1427,0,0,active
STU04201,33,Doha,2024-06-21,0,3,6,0.3796,6.71,8,8,0.0,0,0,active
STU04202,29,Amman,2024-02-04,0,5,25,1.0,11.28,24,17,0.0304,0,0,active
STU04203,26,Doha,2024-09-28,0,4,3,0.1292,2.54,4,1,0.3896,1,1,at-risk
STU04204,17,Casablanca,2024-08-06,0,6,10,0.3382,3.72,7,5,0.1342,0,0,active
STU04205,25,Dubai,2024-06-26,0,5,4,0.1573,0.2,8,1,0.7043,1,2,dropped
STU04206,23,Alexandria,2024-11-29,0,2,4,0.4322,8.03,27,11,0.195,0,0,active
STU04207,29,Amman,2024-09-15,0,7,10,0.2837,3.07,8,4,0.3791,1,1,at-risk
STU04208,17,Amman,2024-08-09,0,5,9,0.3444,2.77,9,2,0.2959,0,0,active
STU04209,19,Baghdad,2024-06-09,0,6,6,0.2165,3.25,1,4,0.2621,0,0,active
STU04210,21,Dubai,2024-07-31,0,4,5,0.251,1.69,9,0,0.4648,1,1,at-risk
STU04211,32,Tunis,2024-05-08,0,3,0,0.0,1.39,1,2,0.6392,1,2,dropped
STU04212,18,Doha,2024-09-20,0,3,8,0.5191,2.63,17,2,0.4128,1,1,at-risk
STU04213,21,Casablanca,2024-12-09,0,4,0,0.0,1.57,29,2,0.5018,1,1,at-risk
STU04214,29,Baghdad,2024-04-02,0,6,18,0.5946,5.71,5,4,0.2487,0,0,active
STU04215,26,Cairo,2024-11-17,0,4,6,0.286,2.37,6,4,0.4444,1,1,at-risk
STU04216,20,Baghdad,2024-04-05,0,2,7,0.7309,8.84,12,14,0.0385,0,0,active
STU04217,20,Doha,2024-09-12,0,4,4,0.199,1.41,3,1,0.736,1,2,dropped
STU04218,25,Dubai,2024-12-04,0,4,4,0.2154,2.3,4,3,0.4443,1,1,at-risk
STU04219,21,Casablanca,2024-05-17,0,1,0,0.0795,1.13,4,1,0.7695,1,2,dropped
STU04220,30,Baghdad,2024-11-10,0,3,8,0.5074,5.44,28,2,0.2355,0,0,active
STU04221,21,Tunis,2024-10-16,1,6,18,0.5915,4.21,27,4,0.3401,1,1,at-risk
STU04222,23,Cairo,2024-09-24,0,6,11,0.3733,2.84,1,4,0.249,0,0,active
STU04223,26,Dubai,2024-07-05,0,3,5,0.3546,6.13,4,5,0.0159,0,0,active
STU04224,23,Casablanca,2024-03-16,0,1,0,0.0451,2.28,1,1,0.4911,1,1,at-risk
STU04225,28,Dubai,2024-03-18,0,6,7,0.2449,4.81,14,4,0.3591,1,1,at-risk
STU04226,32,Amman,2024-08-10,0,2,0,0.0,1.12,44,3,0.8898,1,2,dropped
STU04227,17,Tunis,2024-06-12,0,4,12,0.6105,9.85,2,13,0.18,0,0,active
STU04228,17,Alexandria,2024-11-20,0,2,2,0.214,1.3,2,1,0.7623,1,2,dropped
STU04229,21,Dubai,2024-07-30,0,3,3,0.1851,1.73,5,2,0.3434,1,1,at-risk
STU04230,28,Amman,2024-05-26,0,3,0,0.0304,1.29,10,2,0.5766,1,1,at-risk
STU04231,21,Riyadh,2024-05-11,0,2,4,0.3626,6.36,16,14,0.0766,0,0,active
STU04232,21,Doha,2024-04-30,0,4,8,0.3881,6.21,9,9,0.1198,0,0,active
STU04233,20,Tunis,2024-05-02,0,5,5,0.2159,3.91,14,5,0.3496,1,1,at-risk
STU04234,36,Alexandria,2024-03-17,0,3,2,0.121,2.26,4,2,0.3508,1,1,at-risk
STU04235,26,Dubai,2024-01-15,0,6,5,0.1759,2.07,3,1,0.4221,1,1,at-risk
STU04236,23,Dubai,2024-06-07,0,1,1,0.2735,2.1,8,5,0.5675,1,1,at-risk
STU04237,22,Casablanca,2024-09-05,0,2,5,0.5155,3.28,4,4,0.2588,0,0,active
STU04238,24,Baghdad,2024-08-11,0,3,6,0.3923,3.16,12,4,0.0765,0,0,active
STU04239,20,Tunis,2024-11-27,0,4,2,0.1119,0.23,9,1,0.5536,1,1,at-risk
STU04240,26,Cairo,2024-04-13,0,6,1,0.0267,1.49,3,3,0.6224,1,2,dropped
STU04241,20,Riyadh,2024-05-19,0,4,7,0.3546,4.7,18,3,0.0419,0,0,active
STU04242,24,Riyadh,2024-01-15,0,3,5,0.3475,7.51,2,9,0.0,0,0,active
STU04243,17,Amman,2024-05-22,0,1,2,0.4009,7.01,8,9,0.1351,0,0,active
STU04244,25,Baghdad,2024-03-31,0,1,0,0.0667,1.21,5,4,0.5616,1,1,at-risk
STU04245,22,Cairo,2024-09-05,0,2,0,0.0386,1.64,4,3,0.4825,1,1,at-risk
STU04246,28,Cairo,2024-01-29,0,7,8,0.2258,2.13,20,1,0.4876,1,1,at-risk
STU04247,19,Alexandria,2024-06-09,0,3,0,0.0,1.66,15,3,0.5211,1,1,at-risk
STU04248,24,Doha,2024-06-01,0,6,12,0.4033,4.47,9,5,0.109,0,0,active
STU04249,26,Alexandria,2024-07-27,0,1,2,0.488,5.45,1,2,0.0942,0,0,active
STU04250,24,Beirut,2024-12-09,0,5,5,0.2126,0.34,20,0,0.8623,1,2,dropped
STU04251,22,Alexandria,2024-07-22,0,7,32,0.9095,14.0,14,15,0.0176,0,0,active
